1.261877723852317246e+01 1.241247145409491459e+01 1.485721372862460044e+01 1.295321420828504344e+01 0.000000000000000000e+00 1.288276931112550372e+01 1.458458756015971325e+01 1.594144082912049853e+01 1.447310984157960867e+01 1.320097462580361558e+01 0.000000000000000000e+00 1.514084981081529868e+01 0.000000000000000000e+00 1.756152438360941304e+01 0.000000000000000000e+00 1.377555363531445742e+01 0.000000000000000000e+00 1.460823862646742732e+01 1.427019003682347176e+01 1.570534648818683188e+01
1.550311268686580135e+01 1.243762935862304175e+01 0.000000000000000000e+00 1.557257992784469103e+01 1.349726026232512766e+01 1.413664229909280223e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.428482023923078259e+01 0.000000000000000000e+00 1.233930391916022096e+01 1.412389883955373726e+01 1.294018385466490528e+01 1.253857424734352044e+01 1.485441160018739737e+01 1.214614418276325480e+01 1.524271719819182103e+01 0.000000000000000000e+00 1.581399526697989977e+01 1.652696132986270428e+01
1.642273177711001608e+01 1.596224239508966214e+01 1.424391630700369404e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.490368439770244713e+01 1.339170763738293068e+01 1.494221347036760505e+01 1.478547667276528443e+01 1.238811728037369519e+01 1.411102111058490571e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.321432688438905423e+01 0.000000000000000000e+00 1.451207842944742055e+01 1.269151240088984878e+01 1.370108814928738461e+01 1.557846081663216964e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.481022218882349328e+01 0.000000000000000000e+00 1.668194705168238201e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.598833092620302843e+01 1.599978966699846339e+01 1.454128517451551517e+01 1.449972566622424708e+01 1.550724306129348129e+01 1.640515262976296285e+01 1.545596612353693899e+01 1.210220766951786509e+01 1.511285080034843098e+01 1.277164255954858163e+01 1.364979650167529357e+01 1.518977053121327181e+01 0.000000000000000000e+00 1.315503295559058472e+01
1.200219730863764234e+01 0.000000000000000000e+00 1.421052100667771789e+01 0.000000000000000000e+00 1.607165707906540675e+01 1.599048411254949187e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.589814523128121948e+01 1.178325024881169547e+01 1.334955281290930706e+01 1.389654326684443042e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.637491824859974443e+01 1.483662208875453814e+01 1.432654826894985156e+01 0.000000000000000000e+00 1.408482574961555756e+01 0.000000000000000000e+00
1.167877621310919878e+01 1.142947718509335608e+01 1.428639384402308821e+01 0.000000000000000000e+00 1.500860395589131357e+01 1.674863111708720709e+01 1.518995623609958656e+01 1.289070626267376163e+01 1.380530261199855246e+01 1.526098823075628808e+01 1.313818035545947360e+01 1.219161503662261303e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.547397877128230803e+01 1.416529285953160411e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.494834750417104274e+01 1.554217727653945502e+01
0.000000000000000000e+00 1.495990200954969040e+01 1.647720341309772607e+01 0.000000000000000000e+00 1.341130856302935648e+01 1.493452901556436174e+01 1.444799490500275851e+01 1.318628669858595970e+01 1.605629462602730229e+01 1.393677983630069583e+01 1.400028659250451213e+01 1.486895401089473090e+01 1.651992607629636822e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.484593369419548736e+01 1.619035734596605991e+01 0.000000000000000000e+00 1.392992735543947092e+01
1.266337018555435812e+01 1.417267060287492519e+01 1.370535473318209796e+01 1.241310623076040720e+01 0.000000000000000000e+00 1.464986250562917114e+01 1.449932150230618966e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.256192991042460427e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.468551694935213092e+01 1.511836485542676911e+01 1.585088970062568592e+01 1.354496956797161111e+01 0.000000000000000000e+00 1.662066309933092967e+01 1.346387396621723198e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.499911284001806600e+01 0.000000000000000000e+00 1.486331744030689883e+01 1.452416097612578127e+01 1.526505921974209912e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.709312566904378272e+01 1.584971635088931841e+01 1.389308243100003715e+01 1.154136607972942485e+01 1.518425691851134651e+01 0.000000000000000000e+00 1.466512089809457819e+01 1.500765845475013194e+01 0.000000000000000000e+00 1.529862368546509188e+01
0.000000000000000000e+00 1.368064279310264197e+01 1.340607882209028467e+01 0.000000000000000000e+00 1.395603932165782979e+01 1.226378054555048891e+01 1.366189786939415285e+01 0.000000000000000000e+00 1.465430152571510902e+01 1.149955422421711937e+01 1.508419966375817189e+01 0.000000000000000000e+00 1.401889043556353265e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.423426038074704714e+01 1.203407792687269406e+01 0.000000000000000000e+00 1.393175009385766927e+01 0.000000000000000000e+00
1.399008215377359932e+01 1.410005538601641817e+01 1.410549069999244054e+01 0.000000000000000000e+00 1.428342604086491541e+01 1.537461717348821288e+01 1.121967133162620200e+01 1.352786211760151325e+01 1.305233872979140131e+01 1.468282394410101332e+01 1.627110499972791757e+01 0.000000000000000000e+00 1.490563107302770263e+01 1.649978048158164157e+01 0.000000000000000000e+00 1.651317659967674345e+01 1.235776324129270343e+01 1.387916363441949663e+01 1.495771563267420490e+01 1.270851254397804020e+01
1.493370445380621092e+01 0.000000000000000000e+00 1.210886021228746579e+01 0.000000000000000000e+00 1.503150863744170884e+01 0.000000000000000000e+00 1.410323846772184275e+01 1.402768362909665001e+01 0.000000000000000000e+00 1.598692016464586629e+01 1.880372369635944096e+01 0.000000000000000000e+00 1.295407700925871630e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.624205117911100515e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.108496536230325091e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.447089275148628218e+01 1.432008410957384648e+01 1.320641823370789858e+01 1.357889204989484355e+01 1.496219595007424097e+01 1.543809258599744538e+01 1.578434617982729549e+01 0.000000000000000000e+00 1.449298531460948603e+01 1.346880011439351321e+01 1.274668054167586817e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.229352266799767079e+01 1.628297876073526140e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.290229458312124855e+01 0.000000000000000000e+00
1.523117116712385233e+01 1.358691817141585467e+01 1.245102796423221569e+01 1.289995976094638408e+01 1.129067977249222743e+01 1.485167379522290787e+01 1.328739915905896929e+01 1.628313209670540473e+01 0.000000000000000000e+00 1.403603903509534234e+01 0.000000000000000000e+00 1.333124691642315440e+01 0.000000000000000000e+00 1.392462247169183343e+01 1.591037563923383047e+01 1.396406839037604009e+01 0.000000000000000000e+00 1.534548579213916675e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.589075456266947128e+01 1.490485273193338855e+01 1.562382077734967645e+01 0.000000000000000000e+00 1.418601620369541294e+01 1.423131400084498921e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.466112658117622836e+01 1.484680663435257308e+01 1.339872959001499453e+01 1.480108998991376623e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.326743896307625903e+01 1.330779380926034072e+01 1.554197561559500329e+01 1.624946169160261888e+01
1.367609375619689871e+01 1.513493827122007218e+01 1.538149011123176990e+01 1.524541390651702599e+01 1.379843340691920162e+01 0.000000000000000000e+00 1.463763956444379666e+01 0.000000000000000000e+00 1.626041295602668768e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.481284021950331820e+01 0.000000000000000000e+00 1.226000555111706802e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.450550743610730109e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.589936289115979484e+01 1.859576106936729190e+01 0.000000000000000000e+00 1.458750727107488565e+01 1.376134086118439726e+01 1.572474060573480870e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.586782846041554507e+01 1.420371287286169171e+01 1.546694934973848135e+01 1.284275534191630541e+01 1.427914587863796925e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.317412235093158124e+01 0.000000000000000000e+00 1.620416845835061537e+01 1.613076846338296733e+01 0.000000000000000000e+00
1.539938386621372501e+01 0.000000000000000000e+00 1.370006088774210085e+01 1.377882124874750502e+01 1.546849481989948671e+01 1.475917347208101127e+01 1.349342926256618824e+01 1.470265418426841642e+01 1.403102529262563536e+01 0.000000000000000000e+00 1.419078620187600848e+01 0.000000000000000000e+00 1.372448580817080810e+01 1.406679224465355205e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.343148524015811418e+01 0.000000000000000000e+00 1.525364002510150385e+01 1.791959770142772612e+01
1.480228399866265221e+01 0.000000000000000000e+00 1.563699799809956659e+01 1.635153913137274628e+01 0.000000000000000000e+00 1.332840132886685502e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.185144815823322340e+01 1.293728399499702419e+01 1.601983809381435009e+01 1.570740990332912013e+01 1.353478351258699242e+01 0.000000000000000000e+00 1.405712074530253730e+01 1.530240747159683323e+01 1.529609350954340030e+01 1.619482876198805954e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.669626219926929167e+01 0.000000000000000000e+00 1.463734033038929283e+01 0.000000000000000000e+00 1.554172028242834536e+01 0.000000000000000000e+00 1.369738242910515780e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.395443415417310362e+01 1.389911216757618817e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.493406011584497683e+01 0.000000000000000000e+00
